ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
18	"ENSG00000102125.16"	"TAZ"	chrX	+	154420031	154420264	154420031	154420094	154420657	154420735
25	"ENSG00000089820.15"	"ARHGAP4"	chrX	-	153913217	153913600	153913408	153913600	153913023	153913051
28	"ENSG00000067829.19"	"IDH3G"	chrX	-	153790795	153790851	153790809	153790851	153790194	153790292
74	"ENSG00000187325.5"	"TAF9B"	chrX	-	78137748	78138098	78137961	78138098	78136914	78136990
78	"ENSG00000147133.15"	"TAF1"	chrX	+	71458240	71458366	71458240	71458357	71459551	71459708
80	"ENSG00000184634.16"	"MED12"	chrX	+	71137186	71137392	71137186	71137383	71137560	71137635
91	"ENSG00000179222.17"	"MAGED1"	chrX	+	51897794	51898193	51897794	51897886	51898580	51898643
105	"ENSG00000156313.14"	"RPGR"	chrX	-	38287093	38288041	38287860	38288041	38276586	38276772
107	"ENSG00000156313.14"	"RPGR"	chrX	-	38287860	38288041	38287864	38288041	38276586	38276772
117	"ENSG00000005302.19"	"MSL3"	chrX	+	11759633	11759875	11759633	11759712	11760402	11760498
145	"ENSG00000239900.12"	"ADSL"	chr22	+	40346528	40346711	40346528	40346656	40353072	40353117
163	"ENSG00000198089.16"	"SFI1"	chr22	+	31604868	31606430	31604868	31604945	31607936	31608033
164	"ENSG00000184708.18"	"EIF4ENIF1"	chr22	-	31454143	31454376	31454179	31454376	31449347	31449531
176	"ENSG00000100003.18"	"SEC14L2"	chr22	+	30415758	30416087	30415758	30415865	30416233	30416403
179	"ENSG00000100325.15"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29825621	29825780
188	"ENSG00000244625.7"	"MIATNB"	chr22	+	26726643	26726794	26726643	26726720	26774155	26774217
190	"ENSG00000197077.13"	"KIAA1671"	chr22	+	25174239	25177522	25174239	25174489	25181698	25181823
196	"ENSG00000272578.5"	"AP000347.1"	chr22	-	23686830	23686995	23686837	23686995	23659875	23660000
197	"ENSG00000272578.5"	"AP000347.1"	chr22	-	23686789	23686995	23686837	23686995	23683743	23683867
198	"ENSG00000228315.12"	"GUSBP11"	chr22	-	23690231	23690356	23690235	23690356	23659864	23660000
200	"ENSG00000228315.12"	"GUSBP11"	chr22	-	23690231	23690356	23690235	23690356	23683724	23683867
216	"ENSG00000070010.19"	"UFD1"	chr22	-	19454748	19454830	19454801	19454830	19451877	19452000
227	"ENSG00000186866.16"	"POFUT2"	chr21	-	45283351	45283527	45283382	45283527	45282368	45282398
236	"ENSG00000160201.11"	"U2AF1"	chr21	-	43100452	43104402	43104314	43104402	43095693	43095743
247	"ENSG00000205581.11"	"HMGN1"	chr21	-	39348421	39348577	39348544	39348577	39345145	39345274
254	"ENSG00000157540.21"	"DYRK1A"	chr21	+	37472683	37472880	37472683	37472829	37478207	37478300
284	"ENSG00000275895.7"	"U2AF1L5"	chr21	-	6492130	6496080	6495992	6496080	6487362	6487412
317	"ENSG00000244687.11"	"UBE2V1"	chr20	-	50115484	50115954	50115698	50115954	50084128	50084254
318	"ENSG00000244687.11"	"UBE2V1"	chr20	-	50096482	50096820	50096671	50096820	50096058	50096270
319	"ENSG00000244687.11"	"UBE2V1"	chr20	-	50115484	50115954	50115698	50115954	50096671	50096820
320	"ENSG00000244687.11"	"UBE2V1"	chr20	-	50115484	50115954	50115829	50115954	50096671	50096820
321	"ENSG00000244687.11"	"UBE2V1"	chr20	-	50115698	50115954	50115829	50115954	50096671	50096820
342	"ENSG00000174306.21"	"ZHX3"	chr20	-	41268978	41269083	41268989	41269083	41238726	41238796
343	"ENSG00000174306.21"	"ZHX3"	chr20	-	41268978	41269083	41268989	41269083	41239597	41239704
346	"ENSG00000101407.13"	"TTI1"	chr20	-	38011514	38013857	38013699	38013857	38006196	38006397
356	"ENSG00000214078.12"	"CPNE1"	chr20	-	35664358	35664900	35664759	35664900	35658929	35658982
360	"ENSG00000088340.16"	"FER1L4"	chr20	-	35560122	35560638	35560539	35560638	35559340	35559627
364	"ENSG00000100983.12"	"GSS"	chr20	-	34942487	34943006	34942930	34943006	34936942	34937023
395	"ENSG00000089123.16"	"TASP1"	chr20	-	13528432	13528511	13528445	13528511	13435043	13435154
413	"ENSG00000089063.15"	"TMEM230"	chr20	-	5112729	5113042	5112742	5113042	5111499	5111605
425	"ENSG00000101266.19"	"CSNK2A1"	chr20	-	499254	499934	499832	499934	495718	495802
429	"ENSG00000099326.9"	"MZF1"	chr19	-	58570343	58571429	58570993	58571429	58569515	58569586
432	"ENSG00000198131.14"	"ZNF544"	chr19	+	58230393	58230497	58230393	58230462	58237248	58237334
457	"ENSG00000088038.19"	"CNOT3"	chr19	+	54143659	54144134	54143659	54143749	54144236	54144332
458	"ENSG00000105618.14"	"PRPF31"	chr19	+	54128072	54128377	54128072	54128200	54129056	54129370
465	"ENSG00000176024.18"	"ZNF613"	chr19	+	51929731	51929896	51929731	51929824	51940208	51940335
482	"ENSG00000173230.15"	"GOLGB1"	chr3	-	121669196	121669355	121669211	121669355	121668313	121668508
484	"ENSG00000181396.13"	"OGFOD3"	chr17	-	82415397	82415627	82415405	82415627	82409367	82409410
495	"ENSG00000140854.13"	"KATNB1"	chr16	+	57736977	57737067	57736977	57737063	57737225	57737283
510	"ENSG00000187735.14"	"TCEA1"	chr8	-	54022062	54022448	54022265	54022448	53999944	54000050
514	"ENSG00000113558.18"	"SKP1"	chr5	-	134176685	134176950	134176854	134176950	134174461	134174514
516	"ENSG00000110619.17"	"CARS"	chr11	-	3001969	3002600	3002540	3002600	3000928	3001248
521	"ENSG00000155229.21"	"MMS19"	chr10	-	97461495	97461896	97461827	97461896	97460906	97461007
547	"ENSG00000073605.18"	"GSDMB"	chr17	-	39906110	39906987	39906960	39906987	39905846	39905985
579	"ENSG00000104714.14"	"ERICH1"	chr8	-	625674	627238	627002	627238	614745	615284
586	"ENSG00000039650.12"	"PNKP"	chr19	-	49861607	49861881	49861771	49861881	49861448	49861510
588	"ENSG00000119979.18"	"DENND10"	chr10	+	119104763	119105022	119104763	119105006	119107967	119108164
589	"ENSG00000119979.18"	"DENND10"	chr10	+	119107947	119108164	119107947	119108096	119111848	119111928
605	"ENSG00000178038.17"	"ALS2CL"	chr3	-	46676641	46677022	46676848	46677022	46676244	46676402
610	"ENSG00000115760.14"	"BIRC6"	chr2	+	32471013	32471151	32471013	32471124	32476212	32476344
615	"ENSG00000069702.11"	"TGFBR3"	chr1	-	91885877	91886151	91886029	91886151	91861470	91861644
627	"ENSG00000170540.15"	"ARL6IP1"	chr16	-	18798700	18798834	18798722	18798834	18797924	18798044
637	"ENSG00000005483.21"	"KMT2E"	chr7	+	105105858	105106003	105105858	105105955	105107165	105107222
639	"ENSG00000078687.17"	"TNRC6C"	chr17	+	78048844	78051457	78048844	78051448	78067756	78067923
655	"ENSG00000121716.20"	"PILRB"	chr7	+	100356749	100356938	100356749	100356883	100358263	100358366
674	"ENSG00000131051.24"	"RBM39"	chr20	-	35738967	35740887	35740823	35740887	35731940	35732135
676	"ENSG00000105854.13"	"PON2"	chr7	-	95416171	95416297	95416241	95416297	95412311	95412461
678	"ENSG00000105854.13"	"PON2"	chr7	-	95416171	95416297	95416241	95416297	95415147	95415272
680	"ENSG00000104381.13"	"GDAP1"	chr8	+	74351273	74351466	74351273	74351321	74361883	74361978
681	"ENSG00000234545.8"	"FAM133B"	chr7	-	92577654	92578182	92578149	92578182	92577102	92577195
702	"ENSG00000106610.15"	"STAG3L4"	chr7	+	67308576	67309139	67308576	67308652	67309563	67309715
726	"ENSG00000183696.14"	"UPP1"	chr7	+	48101823	48101982	48101823	48101870	48106872	48107082
734	"ENSG00000062582.14"	"MRPS24"	chr7	-	43869307	43869517	43869456	43869517	43868962	43869074
742	"ENSG00000154328.16"	"NEIL2"	chr8	+	11771445	11771590	11771445	11771585	11779597	11779950
747	"ENSG00000196998.19"	"WDR45"	chrX	-	49077836	49077911	49077884	49077911	49075865	49075945
767	"ENSG00000266869.2"	"AC005993.1"	chr14	+	71908164	71908434	71908164	71908430	71910573	71910652
768	"ENSG00000266869.2"	"AC005993.1"	chr14	+	71908164	71908434	71908164	71908430	71915875	71916030
774	"ENSG00000173588.15"	"CEP83"	chr12	-	94412317	94412591	94412516	94412591	94403169	94403262
775	"ENSG00000173588.15"	"CEP83"	chr12	-	94412317	94412591	94412516	94412591	94411696	94411847
791	"ENSG00000078269.15"	"SYNJ2"	chr6	+	158059256	158059537	158059256	158059353	158061991	158062164
792	"ENSG00000078269.15"	"SYNJ2"	chr6	+	158059256	158059537	158059256	158059353	158062054	158062164
793	"ENSG00000073792.15"	"IGF2BP2"	chr3	-	185689354	185689627	185689554	185689627	185687056	185687191
800	"ENSG00000164520.11"	"RAET1E"	chr6	-	149890816	149891034	149890820	149891034	149889884	149890041
802	"ENSG00000089737.17"	"DDX24"	chr14	-	94054995	94057897	94057821	94057897	94052997	94053127
816	"ENSG00000051620.11"	"HEBP2"	chr6	+	138405970	138406151	138405970	138406033	138412082	138412256
824	"ENSG00000141503.17"	"MINK1"	chr17	+	4889646	4890735	4889646	4889763	4890950	4891124
831	"ENSG00000113810.16"	"SMC4"	chr3	+	160399649	160399749	160399649	160399697	160404327	160404504
833	"ENSG00000113810.16"	"SMC4"	chr3	+	160411919	160412084	160411919	160411977	160413472	160413613
835	"ENSG00000197140.15"	"ADAM32"	chr8	+	39165029	39169997	39165029	39165196	39221609	39221702
842	"ENSG00000101052.13"	"IFT52"	chr20	+	43605001	43605216	43605001	43605073	43613849	43613976
844	"ENSG00000145390.11"	"USP53"	chr4	+	119267319	119267482	119267319	119267435	119269690	119269837
860	"ENSG00000092531.10"	"SNAP23"	chr15	+	42512954	42513447	42512954	42512996	42515236	42515354
877	"ENSG00000168397.17"	"ATG4B"	chr2	+	241651883	241652012	241651883	241651974	241653511	241653610
878	"ENSG00000168397.17"	"ATG4B"	chr2	+	241651009	241651335	241651009	241651111	241654545	241654647
881	"ENSG00000186088.16"	"GSAP"	chr7	-	77330181	77330367	77330238	77330367	77329332	77329391
896	"ENSG00000132424.16"	"PNISR"	chr6	-	99415568	99415747	99415635	99415747	99414571	99414690
898	"ENSG00000233797.2"	"UFL1-AS1"	chr6	-	96398908	96399034	96398914	96399034	96388341	96390977
899	"ENSG00000187091.13"	"PLCD1"	chr3	-	38008457	38009158	38009041	38009158	38008234	38008367
900	"ENSG00000187091.13"	"PLCD1"	chr3	-	38009903	38010275	38010130	38010275	38009652	38009811
916	"ENSG00000136247.14"	"ZDHHC4"	chr7	+	6578565	6578746	6578565	6578720	6581606	6581680
927	"ENSG00000115159.16"	"GPD2"	chr2	+	156578888	156579164	156578888	156579001	156579689	156579788
931	"ENSG00000112146.16"	"FBXO9"	chr6	+	53073480	53073639	53073480	53073638	53076485	53076543
943	"ENSG00000137700.18"	"SLC37A4"	chr11	-	119025190	119027095	119026936	119027095	119024355	119025076
948	"ENSG00000137700.18"	"SLC37A4"	chr11	-	119029221	119029564	119029391	119029564	119028193	119028426
952	"ENSG00000229212.8"	"AC044860.1"	chr15	-	85209198	85209290	85209252	85209290	85209064	85209115
957	"ENSG00000283215.2"	"LINC02537"	chr6	-	43848760	43848932	43848861	43848932	43844877	43845822
961	"ENSG00000112715.22"	"VEGFA"	chr6	+	43780731	43780803	43780731	43780785	43784540	43784562
978	"ENSG00000111319.13"	"SCNN1A"	chr12	-	6362050	6362241	6362067	6362241	6356192	6356394
979	"ENSG00000198755.11"	"RPL10A"	chr6	+	35468419	35468873	35468419	35468439	35469380	35469529
980	"ENSG00000198755.11"	"RPL10A"	chr6	+	35468798	35469027	35468798	35468873	35469380	35469529
982	"ENSG00000198755.11"	"RPL10A"	chr6	+	35468946	35469529	35468946	35469027	35470178	35470351
992	"ENSG00000102038.15"	"SMARCA1"	chrX	-	129448301	129448443	129448332	129448443	129446504	129447301
996	"ENSG00000238105.7"	"GOLGA2P5"	chr12	-	100167335	100167443	100167336	100167443	100167053	100167141
998	"ENSG00000204305.14"	"AGER"	chr6	-	32181523	32181632	32181605	32181632	32180967	32181239
999	"ENSG00000204305.14"	"AGER"	chr6	-	32182538	32182698	32182567	32182698	32181605	32181632
1015	"ENSG00000095906.17"	"NUBP2"	chr16	+	1786536	1787831	1786536	1786655	1787940	1788051
1021	"ENSG00000133142.17"	"TCEAL4"	chrX	+	103586218	103586301	103586218	103586291	103586653	103587526
1022	"ENSG00000105821.15"	"DNAJC2"	chr7	-	103322510	103322794	103322702	103322794	103321931	103322081
1033	"ENSG00000259066.5"	"AL110118.2"	chr14	+	93186259	93186503	93186259	93186482	93209823	93209957
1041	"ENSG00000223705.9"	"NSUN5P1"	chr7	+	75415591	75415778	75415591	75415770	75416102	75416191
1045	"ENSG00000153044.10"	"CENPH"	chr5	+	69195716	69195791	69195716	69195750	69202505	69202569
1053	"ENSG00000214279.13"	"SCART1"	chr10	+	133457278	133458656	133457278	133457575	133459020	133459326
1058	"ENSG00000103253.18"	"HAGHL"	chr16	+	728115	728424	728115	728233	728503	728604
1093	"ENSG00000127022.15"	"CANX"	chr5	+	179698976	179699102	179698976	179699049	179704154	179704430
1094	"ENSG00000127022.15"	"CANX"	chr5	+	179705678	179705852	179705678	179705804	179706257	179706331
1098	"ENSG00000169045.17"	"HNRNPH1"	chr5	-	179616868	179617649	179617513	179617649	179616125	179616218
1099	"ENSG00000169045.17"	"HNRNPH1"	chr5	-	179620891	179621397	179621241	179621397	179616125	179616218
1104	"ENSG00000136098.17"	"NEK3"	chr13	-	52143914	52143987	52143915	52143987	52141019	52141069
1110	"ENSG00000183258.12"	"DDX41"	chr5	-	177516287	177516835	177516724	177516835	177516118	177516193
1145	"ENSG00000113328.19"	"CCNG1"	chr5	+	163439256	163439520	163439256	163439346	163441077	163441331
1159	"ENSG00000100242.15"	"SUN2"	chr22	-	38740266	38741050	38741006	38741050	38739721	38739943
1170	"ENSG00000138035.15"	"PNPT1"	chr2	-	55644636	55645432	55645348	55645432	55643318	55643425
1171	"ENSG00000138035.15"	"PNPT1"	chr2	-	55680711	55680918	55680854	55680918	55679681	55679795
1173	"ENSG00000184014.8"	"DENND5A"	chr11	-	9141939	9142108	9141973	9142108	9140188	9140248
1174	"ENSG00000184014.8"	"DENND5A"	chr11	-	9142721	9143485	9143402	9143485	9141939	9142108
1177	"ENSG00000012171.20"	"SEMA3B"	chr3	+	50273534	50273828	50273534	50273646	50273912	50274057
1193	"ENSG00000184584.13"	"TMEM173"	chr5	-	139481158	139481704	139481477	139481704	139480789	139480898
1194	"ENSG00000184584.13"	"TMEM173"	chr5	-	139481158	139482302	139482209	139482302	139480789	139480898
1199	"ENSG00000120705.13"	"ETF1"	chr5	-	138542633	138542936	138542704	138542936	138529554	138529678
1200	"ENSG00000120705.13"	"ETF1"	chr5	-	138542633	138542936	138542832	138542936	138529554	138529678
1201	"ENSG00000120705.13"	"ETF1"	chr5	-	138542704	138542936	138542832	138542936	138529554	138529678
1210	"ENSG00000147121.16"	"KRBOX4"	chrX	+	46463197	46463308	46463197	46463293	46471141	46471185
1211	"ENSG00000147121.16"	"KRBOX4"	chrX	+	46463197	46463308	46463197	46463293	46472752	46473594
1212	"ENSG00000147121.16"	"KRBOX4"	chrX	+	46463197	46463308	46463197	46463293	46497121	46497422
1213	"ENSG00000164403.14"	"SHROOM1"	chr5	-	132823849	132824419	132824280	132824419	132823622	132823764
1232	"ENSG00000164211.13"	"STARD4"	chr5	-	111512384	111512535	111512390	111512535	111506329	111506379
1236	"ENSG00000116350.17"	"SRSF4"	chr1	-	29159373	29160517	29160374	29160517	29154695	29154910
1238	"ENSG00000283515.1"	"AC020915.4"	chr19	+	58246300	58246427	58246300	58246390	58246710	58246794
1239	"ENSG00000160014.17"	"CALM3"	chr19	+	46605826	46608340	46605826	46605857	46608481	46608588
