ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
6	"ENSG00000186866"	"POFUT2"	chr21	-	45283351	45283527	45283382	45283527	45282368	45282398
9	"ENSG00000184787"	"UBE2G2"	chr21	-	44773546	44773687	44773547	44773687	44771294	44771489
10	"ENSG00000160188"	"RSPH1"	chr21	-	42484676	42486461	42486370	42486461	42482636	42482708
37	"ENSG00000275895"	"U2AF1L5"	chr21	-	6492130	6496080	6495992	6496080	6487362	6487412
56	"ENSG00000100038"	"TOP3B"	chr22	-	21962127	21962602	21962428	21962602	21960320	21960449
66	"ENSG00000239900"	"ADSL"	chr22	+	40346528	40346711	40346528	40346656	40349831	40353117
67	"ENSG00000239900"	"ADSL"	chr22	+	40346528	40346711	40346528	40346656	40353072	40353117
74	"ENSG00000100003"	"SEC14L2"	chr22	+	30415758	30416087	30415758	30415865	30416233	30416403
76	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29288786	29288605	29288755	29291561	29291599
77	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29288786	29288605	29288755	29292136	29292169
78	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288755	29292136	29292169
79	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29292136	29292169
80	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299280	29298732	29298895	29299598	29299851
81	"ENSG00000100027"	"YPEL1"	chr22	-	21710486	21710908	21710627	21710908	21703838	21703882
105	"ENSG00000100099"	"HPS4"	chr22	-	26465454	26466262	26466225	26466262	26463916	26464826
132	"ENSG00000184708"	"EIF4ENIF1"	chr22	-	31454143	31454376	31454179	31454376	31449347	31449531
141	"ENSG00000228315"	"GUSBP11"	chr22	-	23690231	23690356	23690235	23690356	23659864	23660000
142	"ENSG00000228315"	"GUSBP11"	chr22	-	23694118	23695517	23695172	23695517	23659864	23660000
144	"ENSG00000228315"	"GUSBP11"	chr22	-	23690231	23690356	23690235	23690356	23683724	23683867
145	"ENSG00000228315"	"GUSBP11"	chr22	-	23694118	23695517	23695172	23695517	23690235	23690356
148	"ENSG00000100325"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29825621	29825780
150	"ENSG00000100325"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29833540	29833614
156	"ENSG00000278558"	"TMEM191B"	chr22	+	18528558	18529093	18528558	18528682	18529440	18529497
157	"ENSG00000278558"	"TMEM191B"	chr22	+	18529605	18529724	18529605	18529689	18529935	18530008
161	"ENSG00000012817"	"KDM5D"	chrY	-	19715583	19715739	19715614	19715739	19715351	19715499
165	"ENSG00000160336"	"ZNF761"	chr19	+	53445000	53445219	53445000	53445123	53447195	53447283
166	"ENSG00000105576"	"TNPO2"	chr19	-	12723768	12723932	12723772	12723932	12723248	12723365
168	"ENSG00000198131"	"ZNF544"	chr19	+	58230393	58230497	58230393	58230462	58237248	58237334
176	"ENSG00000174652"	"ZNF266"	chr19	-	9419050	9419299	9419216	9419299	9418765	9418895
177	"ENSG00000174652"	"ZNF266"	chr19	-	9434064	9434235	9434074	9434235	9420064	9420218
181	"ENSG00000089356"	"FXYD3"	chr19	+	35122764	35122954	35122764	35122839	35123270	35123308
186	"ENSG00000176024"	"ZNF613"	chr19	+	51929731	51929896	51929731	51929824	51940208	51940335
190	"ENSG00000105700"	"KXD1"	chr19	+	18557761	18557949	18557761	18557914	18560419	18560550
191	"ENSG00000064961"	"HMG20B"	chr19	+	3573691	3574586	3573691	3573800	3575539	3575660
192	"ENSG00000064961"	"HMG20B"	chr19	+	3573691	3574586	3573691	3573800	3576552	3576625
195	"ENSG00000105607"	"GCDH"	chr19	+	12891486	12891974	12891486	12891522	12892115	12892178
197	"ENSG00000180448"	"ARHGAP45"	chr19	+	1080254	1080547	1080254	1080379	1080681	1080786
201	"ENSG00000126453"	"BCL2L12"	chr19	+	49669023	49669164	49669023	49669115	49670215	49670488
205	"ENSG00000105618"	"PRPF31"	chr19	+	54128072	54128377	54128072	54128200	54129056	54129370
215	"ENSG00000104907"	"TRMT1"	chr19	-	13115996	13116431	13116145	13116431	13115625	13115768
216	"ENSG00000104907"	"TRMT1"	chr19	-	13116105	13116431	13116145	13116431	13115625	13115768
221	"ENSG00000167644"	"C19orf33"	chr19	+	38304250	38304490	38304250	38304283	38304623	38304686
222	"ENSG00000132024"	"CC2D1A"	chr19	+	13926977	13927265	13926977	13927077	13927892	13928030
227	"ENSG00000104957"	"CCDC130"	chr19	+	13758867	13759272	13758867	13759010	13762298	13762437
228	"ENSG00000011243"	"AKAP8L"	chr19	-	15397713	15399410	15399301	15399410	15397519	15397625
229	"ENSG00000011243"	"AKAP8L"	chr19	-	15403474	15403715	15403652	15403715	15397519	15397625
230	"ENSG00000011243"	"AKAP8L"	chr19	-	15403474	15403715	15403657	15403715	15397519	15397625
231	"ENSG00000011243"	"AKAP8L"	chr19	-	15403652	15403715	15403657	15403715	15397519	15397625
233	"ENSG00000011243"	"AKAP8L"	chr19	-	15398629	15400358	15400294	15400358	15397713	15397855
234	"ENSG00000011243"	"AKAP8L"	chr19	-	15399301	15400358	15400294	15400358	15397713	15397855
239	"ENSG00000125656"	"CLPP"	chr19	+	6361868	6362542	6361868	6361940	6364451	6364639
243	"ENSG00000071564"	"TCF3"	chr19	-	1615284	1615821	1615685	1615821	1612206	1612430
248	"ENSG00000196684"	"HSH2D"	chr19	+	16148723	16148875	16148723	16148800	16151446	16151578
270	"ENSG00000129353"	"SLC44A2"	chr19	+	10634755	10635073	10634755	10634887	10636322	10636585
271	"ENSG00000130734"	"ATG4D"	chr19	+	10546838	10547075	10546838	10547071	10547188	10547253
274	"ENSG00000130734"	"ATG4D"	chr19	+	10546838	10547082	10546838	10547075	10547188	10547253
275	"ENSG00000130734"	"ATG4D"	chr19	+	10546838	10547115	10546838	10547075	10547188	10547253
279	"ENSG00000172009"	"THOP1"	chr19	+	2807441	2808444	2807441	2807808	2810303	2810490
294	"ENSG00000095066"	"HOOK2"	chr19	-	12774668	12774897	12774811	12774897	12772993	12773044
300	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49489922	49489849	49489912	49490474	49490576
302	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489922	49490474	49490576
304	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49489922	49489849	49489912	49490778	49490864
305	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489912	49490778	49490864
306	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490576	49489849	49489912	49490778	49490864
307	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489922	49490778	49490864
308	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490576	49489849	49489922	49490778	49490864
309	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490576	49489849	49490297	49490778	49490864
311	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489912	49491039	49491099
312	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490864	49489849	49489912	49491039	49491099
313	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490864	49489849	49490297	49491039	49491099
314	"ENSG00000142541"	"RPL13A"	chr19	+	49490231	49490576	49490231	49490297	49491039	49491099
315	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49491266	49489849	49490864	49491424	49491547
316	"ENSG00000142541"	"RPL13A"	chr19	+	49490778	49491099	49490778	49490864	49491424	49491547
323	"ENSG00000132002"	"DNAJB1"	chr19	-	14527686	14527810	14527725	14527810	14514768	14516170
