ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
8	"ENSG00000160188"	"RSPH1"	chr21	-	42484676	42486461	42486370	42486461	42482636	42482708
17	"ENSG00000205581"	"HMGN1"	chr21	-	39348421	39348577	39348544	39348577	39345145	39345274
23	"ENSG00000157540"	"DYRK1A"	chr21	+	37472683	37472880	37472683	37472829	37478207	37478300
37	"ENSG00000275895"	"U2AF1L5"	chr21	-	6492130	6496080	6495992	6496080	6487362	6487412
56	"ENSG00000100038"	"TOP3B"	chr22	-	21962127	21962602	21962428	21962602	21960320	21960449
60	"ENSG00000205560"	"CPT1B"	chr22	-	50577323	50577463	50577355	50577463	50576535	50576637
67	"ENSG00000239900"	"ADSL"	chr22	+	40346528	40346711	40346528	40346656	40349831	40353117
68	"ENSG00000239900"	"ADSL"	chr22	+	40346528	40346711	40346528	40346656	40353072	40353117
75	"ENSG00000100003"	"SEC14L2"	chr22	+	30415758	30416087	30415758	30415865	30416233	30416403
77	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29288786	29288605	29288755	29291561	29291599
78	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29288786	29288605	29288755	29292136	29292169
79	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288755	29292136	29292169
80	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29292136	29292169
81	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299280	29298732	29298895	29299598	29299851
82	"ENSG00000100027"	"YPEL1"	chr22	-	21710486	21710908	21710627	21710908	21703838	21703882
132	"ENSG00000184708"	"EIF4ENIF1"	chr22	-	31454143	31454376	31454179	31454376	31449347	31449531
141	"ENSG00000228315"	"GUSBP11"	chr22	-	23690231	23690356	23690235	23690356	23659864	23660000
142	"ENSG00000228315"	"GUSBP11"	chr22	-	23694118	23695517	23695172	23695517	23659864	23660000
144	"ENSG00000228315"	"GUSBP11"	chr22	-	23690231	23690356	23690235	23690356	23683724	23683867
145	"ENSG00000228315"	"GUSBP11"	chr22	-	23694118	23695517	23695172	23695517	23690235	23690356
148	"ENSG00000100325"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29825621	29825780
158	"ENSG00000012817"	"KDM5D"	chrY	-	19715583	19715739	19715614	19715739	19715351	19715499
162	"ENSG00000105576"	"TNPO2"	chr19	-	12723768	12723932	12723772	12723932	12723248	12723365
171	"ENSG00000174652"	"ZNF266"	chr19	-	9419050	9419299	9419216	9419299	9418765	9418895
172	"ENSG00000174652"	"ZNF266"	chr19	-	9434064	9434235	9434074	9434235	9420064	9420218
176	"ENSG00000089356"	"FXYD3"	chr19	+	35122764	35122954	35122764	35122839	35123270	35123308
184	"ENSG00000105700"	"KXD1"	chr19	+	18557761	18557949	18557761	18557914	18560419	18560550
185	"ENSG00000064961"	"HMG20B"	chr19	+	3573691	3574586	3573691	3573800	3575539	3575660
188	"ENSG00000105607"	"GCDH"	chr19	+	12891486	12891974	12891486	12891522	12892115	12892178
190	"ENSG00000104824"	"HNRNPL"	chr19	-	38840095	38840559	38840487	38840559	38838893	38839015
191	"ENSG00000180448"	"ARHGAP45"	chr19	+	1080254	1080547	1080254	1080379	1080681	1080786
195	"ENSG00000126453"	"BCL2L12"	chr19	+	49669023	49669164	49669023	49669115	49670215	49670488
199	"ENSG00000105618"	"PRPF31"	chr19	+	54128072	54128377	54128072	54128200	54129056	54129370
207	"ENSG00000104907"	"TRMT1"	chr19	-	13112895	13113011	13112908	13113011	13110157	13110306
210	"ENSG00000104907"	"TRMT1"	chr19	-	13115996	13116431	13116145	13116431	13115625	13115768
211	"ENSG00000104907"	"TRMT1"	chr19	-	13116105	13116431	13116145	13116431	13115625	13115768
216	"ENSG00000167644"	"C19orf33"	chr19	+	38304250	38304490	38304250	38304283	38304623	38304686
217	"ENSG00000132024"	"CC2D1A"	chr19	+	13926977	13927265	13926977	13927077	13927892	13928030
222	"ENSG00000104957"	"CCDC130"	chr19	+	13758867	13759272	13758867	13759010	13762298	13762437
223	"ENSG00000011243"	"AKAP8L"	chr19	-	15397713	15399410	15399301	15399410	15397519	15397625
224	"ENSG00000011243"	"AKAP8L"	chr19	-	15403474	15403715	15403652	15403715	15397519	15397625
225	"ENSG00000011243"	"AKAP8L"	chr19	-	15403474	15403715	15403657	15403715	15397519	15397625
226	"ENSG00000011243"	"AKAP8L"	chr19	-	15403652	15403715	15403657	15403715	15397519	15397625
228	"ENSG00000011243"	"AKAP8L"	chr19	-	15398629	15400358	15400294	15400358	15397713	15397855
229	"ENSG00000011243"	"AKAP8L"	chr19	-	15399301	15400358	15400294	15400358	15397713	15397855
234	"ENSG00000125656"	"CLPP"	chr19	+	6361868	6362542	6361868	6361940	6364451	6364639
238	"ENSG00000071564"	"TCF3"	chr19	-	1615284	1615821	1615685	1615821	1612206	1612430
263	"ENSG00000213339"	"QTRT1"	chr19	+	10701949	10702254	10701949	10702018	10707301	10707380
265	"ENSG00000129353"	"SLC44A2"	chr19	+	10634755	10635073	10634755	10634887	10636322	10636585
266	"ENSG00000130734"	"ATG4D"	chr19	+	10546838	10547075	10546838	10547071	10547188	10547253
269	"ENSG00000130734"	"ATG4D"	chr19	+	10546838	10547082	10546838	10547075	10547188	10547253
270	"ENSG00000130734"	"ATG4D"	chr19	+	10546838	10547115	10546838	10547075	10547188	10547253
274	"ENSG00000172009"	"THOP1"	chr19	+	2807441	2808444	2807441	2807808	2810303	2810490
276	"ENSG00000104969"	"SGTA"	chr19	-	2757692	2759294	2759256	2759294	2757336	2757457
290	"ENSG00000095066"	"HOOK2"	chr19	-	12774668	12774897	12774811	12774897	12772993	12773044
293	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49489922	49489849	49489912	49490126	49490297
